direcao,nota_media
Peter Sasdy,3.0
Peter Sattler,6.9
Peter Segal,6.2700000000000005
Peter Shaner,4.6
Peter Shushtari,5.1
Peter Sohn,6.7
Peter Sollett,6.6
Peter Spears,4.8
Peter Spirer,5.7
Peter Sullivan,4.433333333333334
Peter Tewksbury,5.8
Peter Tolan,5.5
Peter Ustinov,6.2
Peter Vack,4.3
Peter Wade,5.0
Peter Watkins,7.8
Peter Weir,7.45
Peter Werner,6.1
Peter Wittman,3.95
Peter Woodcock,4.7
Peter Yates,6.5600000000000005
Peter Yuval,3.75
"PeterPaul Shaker, Tony Shaker",3.1
Petrichor Bharali,4.0
Petter Næss,6.9
Peyton Reed,6.55
Phedon Papamichael,5.6
Phenomenon,2.3
Phil Alden Robinson,6.625
Phil Allocco,5.2
Phil Blattenberger,3.8
"Phil Brown, Will Jason",6.0
Phil Claydon,5.1
Phil Condit,3.2
Phil Donlon,5.3
Phil Dornfeld,5.1
Phil Falcone,4.0
Phil Goldstone,6.8
Phil Gorn,5.550000000000001
"Phil Guidry, Simon Herbert",6.0
"Phil Hay, Matt Manfredi",7.0
Phil Joanou,6.575
"Phil Johnston, Rich Moore",7.1
Phil Karlson,6.327272727272728
"Phil Karlson, Richard Widmark",6.0
"Phil Karlson, Roger Corman",5.3
"Phil Karlson, William Beaudine",5.3
Phil Leirness,4.949999999999999
"Phil Lord, Christopher Miller",7.033333333333334
Phil Messerer,6.2
Phil Morrison,6.25
Phil Nibbelink,3.6
"Phil Nibbelink, Simon Wells",6.3
Phil Rosen,6.02
"Phil Rosen, William Beaudine",5.7
Phil Smoot,3.4
Phil Stevens,5.4
Phil Traill,4.8
Phil Tucker,3.15
Phil Volken,5.2
Phil Weinstein,5.5
Phil Whitman,5.7
"Phil Whitman, Hampton Del Ruth",5.4
Phil Wurtzel,3.8
Philip Adrian Booth,3.1
Philip Chidel,4.4
Philip Creager,4.0
Philip Cruz,4.1
Philip D'Antoni,6.9
Philip Dunne,6.455555555555556
Philip Farha,5.5
Philip Ford,5.65
Philip Frank Messina,5.9
Philip G. Flores,6.0
Philip Gelatt,4.65
"Philip Gunn, David Valdez",4.1
Philip Haas,5.966666666666666
Philip Harder,5.1
Philip J. Cook,4.6
Philip J. Jones,3.4
Philip Kan Gotanda,4.9
Philip Kaufman,6.533333333333334
Philip Leacock,6.675
Philip Marlatt,4.4
Philip Martin,5.8
Philip Moeller,6.1
Philip S. Gilbert,5.6
Philip Schaeffer,5.5
Philip Seymour Hoffman,6.4
Philip T. Johnson,5.9
Philip Zlotorynski,3.2
Philipp Karner,5.6
Philippe Blot,2.6
Philippe Caland,4.95
Philippe Diaz,5.1
Philippe Dib,7.3
Philippe Falardeau,6.5
Philippe Martinez,3.9
Philippe Mora,4.84
Phillip Badger,5.7
Phillip Borsos,6.25
Phillip Fenty,5.6
Phillip G. Carroll Jr.,4.5
Phillip Guzman,4.9
Phillip Hudson,3.9
Phillip J. Bartell,6.2
"Phillip J. Bartell, Alan Brown",6.0
Phillip J. Roth,3.888888888888889
Phillip Lybrand,5.35
"Phillip Marshak, Tom McGowan",3.7
Phillip Noyce,6.083333333333333
Phillip Penza,1.8
Phillip R. Ford,4.7
Phillip Rhee,4.6
Phillip Youmans,5.5
"Phillips Smalley, Lois Weber",6.3
"Phoebe Dollar, Rolfe Kanefsky",2.7
Pierre Bagley,6.7
Pierre De Moro,6.1
Pierre DeCelles,4.9
"Pierre Edwards, Mike Williams",4.5
"Piers Haggard, Richard Quine",5.1
Pieter Gaspersz,5.1
Pinchas Perry,6.25
Piotr Uzarowicz,3.7
Pippa Bianco,5.6
Pitof,3.4
"Pixote Hunt, Joe Johnston",6.1
Pol Cruchten,5.0
Polly Draper,5.15
Pollyanna McIntosh,4.8
"Pontus Löwenhielm, Patrick von Krusenstjerna",6.1
"Powell Robinson, Patrick Robert Young",4.6
Prachya Pinkaew,5.1
Predrag Antonijevic,5.5
Prentice Penny,6.2
Preston A. Whitmore II,4.6
Preston DeFrancis,5.2
Preston Sturges,7.209999999999999
Price Hall,3.5
Prince,4.5
Prince Bagdasarian,4.75
"Prince, Michael Ballhaus",5.1
Princeton Holt,2.9
Pritesh Chheda,4.449999999999999
Pál Fejös,6.8999999999999995
Péter Engert,4.1
Q. Allan Brocka,5.875
"Q. Manning, John Sjogren",3.9
Qasim Basir,5.3999999999999995
Quan Phillips,2.7
Quanie Cash,8.2
Quentin Lee,5.8
Quentin Tarantino,7.811111111111111
Quin Davis,2.7
Quincy Rose,4.6
Quinn Saunders,4.0
Quinn Shephard,5.8
Quinton Peeples,5.0
R. Christian Anderson,1.7
R. Ellis Frazier,3.5
R. John Hugh,4.3
R. Michael Givens,4.159999999999999
R. Scott Leisk,7.8
R.D. Braunstein,3.8
R.D. Womack II,5.75
R.G. Arledge,1.6
R.G. Springsteen,5.973684210526316
R.J. Cutler,6.7
R.J. Daniel Hanna,6.8
R.L. Scott,5.4
RZA,4.85
Raaw Horan,1.8
Rachel Carey,5.4
Rachel Feldman,5.3
"Rachel Gordon, Virginia Perfili",2.5
Rachel Israel,6.3
Rachel Lambert,5.5
Rachel Lee Goldenberg,5.4
Rachel Samuels,5.25
Rachel Talalay,4.75
Rachel Warner,4.3
Radha Bharadwaj,7.0
Radhaa Nilia,7.0
Radley Metzger,5.0
Rafael Eisenman,4.033333333333333
Rafael Friedan,4.2
Rafael Monserrate,5.9
Rafael Palacio Illingworth,5.6
Rafael Riera,3.9
Rafal Zielinski,4.175
Raghav Peri,9.1
Rahil Bhorania,3.3
Raimund Huber,4.4
Rainy Kerwin,4.3
Raj Rohit Reddy,3.6
Raja Gosnell,5.366666666666667
Rajeev Dassani,5.1
Rajeev Nirmalakhandan,6.8
Ralph A. Villani,2.3
Ralph Arend,4.7
Ralph Bakshi,6.357142857142857
"Ralph Bakshi, Tom Tataranowicz",6.6
Ralph Brooke,3.5
Ralph C. Bluemke,6.2
Ralph Clemente,5.1
Ralph De Vito,5.8
Ralph E. Portillo,3.7875
Ralph Hemecker,4.9
Ralph Ince,6.5
"Ralph Ince, William Boyd",6.3
Ralph Levy,6.4
Ralph Liddle,5.4
Ralph Murphy,6.140000000000001
"Ralph Murphy, Tay Garnett",6.4
Ralph Nelson,6.769230769230769
Ralph Sepe,5.6
"Ralph Sepe, Joe Acierno",7.0
Ralph Staub,5.6
Ralph Torjan,1.5
Ralph Wilcox,5.7
Ramaa Mosley,6.15
"Ramanjit Juneja, Tony",2.0
Ramin Bahrani,6.720000000000001
Ramin Niami,4.5
Ramin Serry,6.5
"Ramsey Attia, Alessandro Frosali",3.4
Ramsey Thomas,2.9
Ramzi Abed,3.9
Ramón Menéndez,6.55
Ranald MacDougall,6.325
"Ranald MacDougall, Charles Walters",5.3
Rand Ravich,5.4
Rand Vossler,3.2
Randa Haines,6.775
Randal Kleiser,5.708333333333333
Randall Batinkoff,5.949999999999999
Randall Cropp,5.5
Randall Fontana,4.5
Randall Fried,5.9
Randall Hood,4.7
Randall M. Badat,5.0
Randall Miller,6.3
"Randall Rubin, Jonathan Schroder",6.0
Randall Stevens,5.9
Randall Wallace,6.5
Randel Cole,4.5
Randolph Cohlan,3.7
Randolph Kret,4.2
Randolph Scott,3.7
"Randolph Sternberg, Rebecca Sternberg",5.3
Randy Feldman,5.6
Randy Moore,5.1
Randy Scooter Lammey,3.4
Randy Ser,6.3
Rania Ajami,4.9
Rankin Hickman,4.6
Raoul Walsh,6.614545454545455
"Raoul Walsh, Louis R. Loeffler",7.2
Raphael D. Silver,5.9
Raphael Nussbaum,5.199999999999999
Raphael Vieira,5.7
Raphaël Nadjari,7.1
Rashaad Ernesto Green,6.4
Rashaad Santiago,3.2
Rashid Johnson,5.7
Raul Inglis,4.8
Ravi Dhar,4.1
Ravi Kapoor,5.4
Rawson Marshall Thurber,6.7
"Ray Ashley, Morris Engel",7.5
"Ray Bengston, George D. Escobar",4.6
Ray Brown,3.7
Ray C. Smallwood,6.6
Ray Danton,5.25
Ray Dennis Steckler,3.688888888888889
Ray Di Zazzo,3.3
Ray Ellingsen,3.8
Ray Enright,6.03265306122449
"Ray Enright, Busby Berkeley",7.1
"Ray Enright, Lucien Hubbard",6.6
"Ray Enright, Raoul Walsh",6.2
Ray Griggs,3.1
"Ray Hirschman, William Szarka",2.6
Ray Kellogg,3.8499999999999996
"Ray Kellogg, John Wayne",5.8
Ray Manzarek,4.2
Ray McCarey,5.911111111111111
Ray McKinnon,6.25
Ray Milland,6.550000000000001
Ray Nazarro,5.861538461538462
Ray O'Neill,2.6
Ray Taylor,5.888888888888889
Ray Williams,3.0
Ray Yeung,6.3
Raymond De Felitta,6.3999999999999995
Raymond K. Johnson,4.8999999999999995
Raymond Martino,3.1
"Raymond Mongelli III, Chris Niespodzianski",3.0
"Raymond Phelan, Doris Wishman",3.9
Raymond Wood,3.3
Reb Braddock,5.9
Rebecca Cook,5.55
Rebecca Miller,6.42
"Rebecca Swan, Fred Vogel",3.6
Rebecca Thomas,6.8
Rebekah McKendry,4.7
Redge Mahaffey,4.3
Reed Morano,5.8
Reg Browne,5.4
Regan Redding,2.8
Reggie Gaskins,4.5
Reggie Rock Bythewood,5.4
Regina Crosby,7.0
Reginald Barker,5.8500000000000005
"Reginald Barker, Thomas H. Ince",6.0
Reginald Hudlin,5.65
Reginald Le Borg,5.952941176470588
"Reginald Le Borg, Julien Duvivier",6.3
Reid Waterer,5.1
Reinaldo Marcus Green,5.8
Reinhart 'Rayteam' Peschke,2.2
Reinhold Schünzel,5.8999999999999995
Rel Dowdell,4.199999999999999
Remy Auberjonois,6.0
Ren Blood,2.3
Rena Riffel,1.7
Rene Daalder,6.1
Rene Martinez Jr.,3.0
Rene Perez,2.8055555555555554
Rene Villar Rios,3.6
Renji Philip,5.9
Renny Harlin,6.1125
René Besson,1.9
René Clair,7.074999999999999
René Eram,5.1
Reuben Rox,6.1
Reverge Anselmo,5.6
Rex Ingram,6.866666666666667
Rex Piano,3.8
Reza Badiyi,5.1
"Rhode Montijo, Kenn Navarro",7.4
Rhyan LaMarr,4.6
Rhys Ernst,3.5
Rhys Thomas,5.6
Rian Johnson,7.25
Ric Klass,4.6
Ric La Monte,3.0
Ric Moxley,1.9
Ric Roman Waugh,6.525
Ric White,4.3
Ricardo Cortez,6.4
Ricardo Herrera,4.6
Ricardo Islas,3.72
Ricardo Jacques Gale,3.7
Ricardo de Montreuil,5.6
Riccardo DiLoreto,7.1
Rich Ambler,4.0
Rich Christiano,4.733333333333333
Rich Correll,5.3
Rich Cowan,5.533333333333334
Rich Devaney,5.4
Rich Mallery,4.7
Rich Moore,7.7
Rich Murray,5.5
Rich Ragsdale,2.9
Rich Thorne,6.2
Rich Wilkes,5.5
Richard A. Colla,5.75
"Richard A. Colla, Alan J. Levi",6.9
Richard Ashe,2.3
Richard Attenborough,6.6
"Richard Bansbach, Robert E. Pearson",4.2
Richard Bartlett,6.55
Richard Baskin,7.0
Richard Bates Jr.,5.8
Richard Benedict,4.75
Richard Benjamin,6.081818181818182
Richard Benner,5.8
Richard Blackburn,6.3
Richard Blake,4.7
Richard Boleslawski,6.391666666666667
"Richard Boleslawski, Allan Dwan",6.2
"Richard Boleslawski, Charles Brabin",6.6
"Richard Boleslawski, Dorothy Arzner",6.5
Richard Brander,2.6
Richard Brandes,4.9
Richard Brauer,4.375
Richard Brooks,6.656521739130435
"Richard C. Bennett, Ralph Senensky",5.8
Richard C. Kahn,4.9
Richard C. Parish,2.1
Richard C. Sarafian,6.3375
Richard Carlson,6.466666666666666
"Richard Carlson, Herbert L. Strock",5.5
Richard Casey,4.55
Richard Cassidy,5.3
Richard Chandler,3.6
Richard Clabaugh,4.8
Richard Clark,3.9
Richard Compton,5.733333333333333
Richard Cranor,3.5
Richard Cummings Jr.,4.9
Richard Danus,5.6
Richard Day,6.8
Richard Donner,6.638461538461538
"Richard Donner, David Mickey Evans",7.0
Richard Dutcher,6.35
Richard E. Cunha,4.375
Richard E. Norman,6.2
Richard Elfman,5.266666666666667
Richard Erdman,4.6
Richard Fleischer,6.506666666666666
"Richard Fleischer, Elmo Williams",5.8
"Richard Fleischer, John Huston",6.4
"Richard Fleischer, Sidney J. Furie",5.9
Richard Foster,4.2
Richard Franklin,6.25
Richard Friedenberg,6.9
Richard Friedman,4.5375
Richard Gabai,3.4454545454545453
"Richard Gabai, Robert Strauss",4.2
Richard Gale,5.6
Richard Gardner,3.0
Richard Glatzer,5.8
"Richard Glatzer, Wash Westmoreland",6.066666666666666
Richard Goldgewicht,6.6
"Richard Goldstone, John Monks Jr.",6.9
Richard Gray,5.32
Richard Greenberg,6.0
Richard Griffin,4.453846153846154
Richard Halpern,4.4
Richard Harbinger,4.7
Richard Harding Gardner,2.5
Richard Harrah,5.9
Richard Haydn,6.433333333333334
Richard Hilliard,5.6
Richard Horian,4.2
Richard Howard,5.7
Richard J Bosner,4.9
Richard Kanter,4.5
Richard Kaponas,5.5
Richard Kelly,6.233333333333333
"Richard Knight Jr., Peter Neville",6.0
Richard L. Bare,6.075
"Richard L. Bare, William Rowland",6.1
Richard L. Breen,5.7
"Richard L. Fox, Stephen A. Maier",3.9
Richard LaBrie,6.3
Richard LaGravenese,6.375
Richard Lang,6.4
"Richard Lang, Noel Black",5.3
Richard LeMay,5.08
Richard Ledes,5.35
Richard Lerner,4.699999999999999
Richard Lester,5.966666666666666
Richard Levine,5.65
Richard Linklater,6.892857142857143
Richard Lloyd Dewey,4.1
Richard Loncraine,6.166666666666667
Richard Lowry,4.32
Richard Marquand,6.32
Richard Martini,5.0
Richard Mauro,5.6
"Richard Mauro, Anthony Savini",4.5
"Richard McCarthy, Mac Ahlberg",5.4
Richard Michaels,5.4
Richard Montoya,4.9
Richard Moore,5.9
Richard Murphy,6.5
Richard Natale,5.8
Richard Oliver,5.0
Richard Patterson,7.1
Richard Pearce,6.683333333333334
Richard Pepin,4.5375
Richard Perrin,3.1
Richard Pryor,6.85
Richard Quine,6.395238095238096
"Richard Quine, Alexander Mackendrick",5.0
Richard R. Anasky,5.6
Richard Rich,6.133333333333333
Richard Robertson,2.6
Richard Rossi,4.9
Richard Rosson,5.95
"Richard Rosson, Howard Hawks",6.7
"Richard Rosson, Lewis Milestone",5.8
Richard Rush,5.779999999999999
Richard Ryan,3.5
Richard S. Flink,5.9
Richard Sale,5.877777777777777
Richard Schenkman,5.642857142857143
Richard Sears,6.4
Richard Shepard,6.0
"Richard Shorr, Herbert L. Strock",4.3
Richard Squires,5.5
Richard Stringham,4.8
Richard Styles,4.3
Richard Swindell,3.6
Richard Switzer,4.8
Richard T. Heffron,5.966666666666666
Richard Talmadge,4.25
Richard Tanne,6.3
Richard Taylor,5.6
Richard Temtchine,4.5
Richard Thorpe,6.279032258064516
"Richard Thorpe, John Farrow",6.6
"Richard Thorpe, Richard Rosson",5.7
"Richard Thorpe, Victor Saville",6.3
Richard Tuggle,5.85
Richard Turke,3.3
Richard Valentine,3.4
Richard Van Vleet,4.8
Richard W. Bean,6.7
Richard W. Haines,4.55
"Richard W. Haines, Lloyd Kaufman",5.7
Richard W. Munchkin,4.875
"Richard W. Munchkin, Rick Jacobson",4.9
Richard Wallace,6.305
"Richard Wallace, Edward Goodman",6.1
"Richard Wallace, Lambert Hillyer",6.0
"Richard Wallace, Lewis Milestone",7.3
Richard Waterhouse,3.7
Richard Wenk,5.9
Richard Whorf,6.25
"Richard Williams, Abe Levitow",6.7
Richard Wilson,6.466666666666666
Richard Winer,1.3
Richard Wong,6.6
Richard Zelniker,4.0
Richie Adams,6.8
Richie Keen,5.6
Richmond Riedel,5.1
Rick Alverson,5.975
Rick Bieber,5.166666666666667
Rick Blaine,4.5
Rick Famuyiwa,6.425
Rick Friedberg,5.4
"Rick Irvin, George Vincent",6.5
Rick Jacobson,4.566666666666666
"Rick Jacobson, Joe Hart",5.4
Rick Johnson,5.6
Rick Jordan,3.8
Rick King,5.0625
Rick Lancaster,5.1
Rick Morales,6.8
Rick Roessler,5.4
Rick Rosenthal,5.6000000000000005
Rick Rubin,4.8
Rick Schmidt,6.2
Rick Sloane,3.4
Rick Stevenson,6.3
Rick Walker,3.8
Ricki Hostutler,2.2
Ricky Burchell,4.5
Ricky D'Ambrose,5.5
"Ricky Gervais, Matthew Robinson",6.4
Ricky Hess,4.6
"Ricky Hess, Brandon Thaxton",4.1
Ricky Schroder,6.1
Ricky Umberger,4.6
Rico Johnson,4.0
Ricou Browning,5.1
Ridley Scott,6.85
Rigoberto Castañeda,5.0
Rik Swartzwelder,5.2
Riley Stearns,6.7
Riley Wood,4.2
Ringo Lam,5.7
Ringo Le,4.9
Rip Torn,4.5
Risa Bramon Garcia,6.0
Rita Merson,5.3
Ritchie Steven Filippi,4.2
Ritesh Batra,6.9
"Riyaana Hartley, Vincent Tran",3.5
Riz Story,5.7
Rob Baker,5.9
Rob Benica,6.1
Rob Bowman,6.65
Rob Burnett,7.3
Rob Cohen,5.857142857142857
Rob DeFranco,4.6
Rob Diamond,4.95
"Rob Epstein, Jeffrey Friedman",6.45
Rob Federic,3.3
Rob Fitz,4.85
Rob Gardner,3.3
Rob Gordon Bralver,5.7
Rob Hardy,4.55
Rob Hawk,2.7
Rob Hedden,5.35
Rob Holloway,7.0
Rob Lambert,3.9
Rob Letterman,4.9
"Rob Letterman, Conrad Vernon",6.4
Rob Lundsgaard,5.3
Rob Margolies,5.550000000000001
Rob Marshall,5.9
Rob McKinnon,2.4
Rob McKittrick,6.8
Rob Meyer,5.9
Rob Minkoff,5.766666666666667
Rob Moretti,5.15
Rob Morrow,6.2
Rob Mulligan,4.2
Rob Nilsson,5.2
Rob Pallatina,3.175
Rob Pritts,4.7
Rob Reiner,6.873684210526315
Rob Schiller,3.8
Rob Schmidt,5.533333333333334
Rob Schneider,5.35
Rob Schulbaum,4.9
Rob Smat,4.9
Rob Spera,4.433333333333334
Rob Taylor,4.0
Rob Villano,5.5
Rob Walker,2.0
Rob Weiss,5.8
Rob Williams,5.5
Rob Zombie,5.65
Robbie Bryan,4.5
Robbie Lopez,2.3
Robbie Pickering,6.2
Robbie Snow,5.2
Robby Benson,5.566666666666666
Robby Henson,5.625
Robert A. Burns,4.4
Robert A. Endelson,6.3
Robert A. Ferretti,4.7
Robert A. Masciantonio,4.4
Robert A. Palmer,4.5
Robert Adetuyi,4.25
Robert Alan Aurthur,6.0
Robert Aldrich,6.745833333333334
Robert Allan Ackerman,6.3
Robert Allen Schnitzer,4.733333333333333
Robert Altman,6.539285714285714
Robert Alton,6.1
Robert Anderson,4.5
Robert Angelo,4.5
Robert B. Bean,6.3
Robert B. Sinclair,6.325
Robert Beaucage,3.2
Robert Bella,5.7
Robert Ben Garant,5.6
"Robert Ben Garant, Thomas Lennon",4.9
"Robert Benavides Jr., Andy Palmer",3.7
Robert Bennett,2.8
Robert Benton,6.69
Robert Bierman,6.0
Robert Boris,5.3
Robert Brooks,4.5
"Robert Brousseau, Scott Heming",4.5
Robert Burge,4.2
Robert Burke,4.3
Robert Butler,5.6571428571428575
"Robert Butler, Sidney J. Furie",6.5
Robert C. Dertano,3.5
"Robert C. Ramirez, Steve Trenbirth",5.4
Robert Cannon,6.2
"Robert Capelli Jr., Jeffrey Wolf",4.2
Robert Cappelletto,5.6
Robert Cary,6.433333333333334
Robert Celestino,5.633333333333333
Robert Child,6.0
"Robert Clarke, Tom Boutross",4.3
Robert Clem,5.3
Robert Clouse,5.783333333333334
Robert Collector,5.65
Robert Conway,3.5714285714285716
"Robert Cormack, Clyde Geronimi",6.3
Robert Culp,6.4
Robert D. Hanna,1.75
Robert D. Krzykowski,5.7
Robert D. Webb,6.14
Robert Dalva,6.0
Robert Davi,6.0
Robert David Sanders,3.4
Robert Day,6.4
Robert De Niro,7.25
"Robert Deaton, George Flanigen",5.0
Robert Deubel,4.8
Robert Diaz Leroy,2.7
Robert Dornhelm,4.7
Robert Downey Sr.,5.5
Robert Duvall,6.233333333333333
Robert Dyke,4.566666666666666
Robert Eagar,5.7
Robert Edwards,5.2
Robert Elfstrom,6.2
Robert Elkins,2.3
Robert Ellis Miller,6.075
"Robert Emenegger, Allan Sandler",4.1
Robert Emmett Tansey,6.55
Robert Englund,4.6
Robert Ethan Gunnerson,5.9
Robert F. Hill,4.875
"Robert F. Hill, Scott Sidney",6.0
Robert F. Slatzer,2.25
Robert Fernandez,5.7
Robert Florey,6.311538461538461
"Robert Florey, Joseph Santley",7.0
Robert Fowler,5.3
Robert Frank,6.7
Robert Freeman,4.3
Robert Fritz,6.5
Robert G. Christie,1.4
Robert G. Putka,6.6
Robert G. Vignola,6.0
Robert Gaffney,3.8
Robert Gaston,4.5
Robert Gist,5.1
Robert Gordon,5.433333333333334
Robert Gottschalk,4.0
Robert Greenwald,5.4799999999999995
Robert Guenette,6.2
Robert H. Gwinn,2.9
Robert Hall,5.45
Robert Hamilton,4.0
Robert Hammer,4.9
Robert Harari,4.0
Robert Harling,5.9
Robert Harmon,6.1000000000000005
Robert Hayes,3.7
Robert Henderson,4.0
Robert Hiltzik,6.3
Robert Houston,5.300000000000001
Robert Hughes,4.466666666666667
Robert Hutton,2.7
Robert Hyatt,2.7
Robert Iscove,4.86
Robert J. Avrech,3.7
Robert J. Emery,6.0
Robert J. Flaherty,6.6
Robert J. Gurney Jr.,2.8
Robert J. Rosenthal,4.8
Robert J. Siegel,6.3
Robert J. Wilson,4.6
Robert Jiras,6.0
Robert Joseph Butler,7.4
Robert Jury,6.1
Robert Kaylor,6.050000000000001
Robert Kirbyson,5.575
Robert Kirk,4.8
Robert Klane,5.15
Robert Kramer,6.7
Robert Kubilos,5.233333333333333
Robert Kurtzman,4.8
Robert L. Burrill,3.5
Robert L. Collins,5.75
Robert L. Lippert,2.2
Robert L. Roberts,4.4
Robert L. Rosen,6.7
Robert Lawson Gordon,4.3
Robert Lee King,4.2
"Robert Lee King, Raoul O'Connell",6.7
Robert Legato,4.6
Robert Lewis,6.2
Robert Lieberman,6.05
Robert Logevall,4.9
Robert Lorenz,6.8
"Robert Lovy, Steven Lovy",3.5
"Robert Lucas, John A. Russo",5.8
Robert Luketic,6.016666666666667
Robert M. Young,6.625
"Robert Machoian, Rodrigo Ojeda-Beck",6.5
Robert Madero,3.1
Robert Malcolm Young,5.2
Robert Malenfant,4.7444444444444445
Robert Mandel,6.266666666666667
Robert Mann,3.3
Robert Marcarelli,4.866666666666666
Robert Markowitz,6.6
Robert McAtee,6.5
Robert McGinley,5.15
Robert Mearns,4.0
Robert Meyer Burnett,6.7
Robert Milazzo,6.3
Robert Milton,5.85
"Robert Milton, Ray Enright",6.7
Robert Mockler,5.3
Robert Montgomery,7.0
"Robert Montgomery, Michael Gordon",6.7
Robert Moore,6.633333333333333
Robert Mulligan,6.768421052631578
Robert Munic,2.9
Robert N. Bradbury,5.319999999999999
Robert N. Zagone,5.0
Robert Napton,1.5
Robert Nathan,4.2
Robert O'Hara,2.7
Robert Oppel,4.1
Robert Orr,5.2
Robert Parigi,6.3
Robert Parrish,6.6499999999999995
"Robert Parrish, John Sturges",6.6
"Robert Parrish, Phil Karlson",6.2
Robert Paschall Jr.,6.3
Robert Patton-Spruill,5.8
Robert Peters,5.8
Robert Pirosh,6.0200000000000005
Robert R. Snody,5.1
Robert Radler,5.125
Robert Redford,6.95
Robert Resnikoff,5.7
Robert Rippberger,8.7
"Robert Riskin, Harry Lachman",6.2
Robert Rodriguez,4.75
Robert Rossen,7.057142857142857
Robert Rundle,2.6
Robert S. Fiveson,3.8
Robert Saitzyk,4.4
"Robert Sallin, Serge Bourguignon",5.2
Robert Scheerer,5.833333333333333
"Robert Schrock, Troy Christian",6.0
Robert Schwartzman,5.4
Robert Schwentke,6.175
Robert Scott Wildes,4.05
Robert Shallcross,6.6
Robert Shaye,5.3999999999999995
Robert Siegel,6.0
Robert Siodmak,6.8500000000000005
Robert Skotak,3.2
Robert Smigel,5.1
Robert Sparr,5.5
Robert Stephens,2.7
Robert Stevens,5.733333333333333
Robert Stevenson,6.6375
"Robert Stevenson, Ward Kimball",7.1
Robert Stromberg,7.0
Robert Taicher,6.2
Robert Taleghany,2.1
Robert Taylor,5.9
Robert Thom,4.6
Robert Thornby,6.0
Robert Tinnell,6.6
Robert Totten,5.833333333333333
Robert Towne,6.533333333333334
Robert Townsend,6.220000000000001
Robert Vernon,5.5
Robert Veze,3.7
Robert Vince,4.7
Robert Vincent O'Neil,5.075
Robert Voskanian,4.8
Robert W. Morgan,4.5
Robert Warmflash,4.8
Robert Wiemer,6.3
Robert Wise,6.7057142857142855
Robert Youngson,7.15
Robert Z. Leonard,6.340476190476191
"Robert Z. Leonard, Busby Berkeley",6.8
"Robert Z. Leonard, Hugo Fregonese",5.7
"Robert Z. Leonard, Vincente Minnelli",6.6
"Robert Z. Leonard, W.S. Van Dyke",6.800000000000001
Robert Zemeckis,7.3307692307692305
"Robert Zemeckis, Richard Williams",7.7
Roberta Findlay,4.18
Roberto Benabib,5.8
Roberto Gavaldón,6.1
Roberto Monticello,5.449999999999999
Roberts Gannaway,6.0
Robi Michael,5.1
Robin B. Armstrong,6.7
Robin Bain,7.0
Robin Bissell,7.1
Robin Blazak,3.6
Robin Christian,4.3
Robin Conly,5.8
"Robin Entreinger, Steve Noir",2.3
Robin Swicord,6.55
Robinson Devor,6.9
Rocco DeVilliers,6.9
"Rocco Karega, Hal Miles",2.5
Rockmond Dunbar,6.3
Rockne S. O'Bannon,6.1
Rocky Costanzo,4.433333333333334
Rocky Lang,5.5
Rocky Powell,5.8
Rod Amateau,5.3500000000000005
Rod Blackhurst,5.6
Rod Daniel,5.55
"Rod Hardy, George Miller",6.0
Rod Hewitt,4.5
"Rod Hewitt, David Winters",4.3
Rod Holcomb,4.8
Rod Lurie,6.675
Rod McCall,5.3999999999999995
Rod Roberts,5.1
Rod S. Scott,4.5
Rod Slane,2.6
Rod Weber,1.9
Roderick Taylor,4.4
Rodger Grossman,6.4
Rodion Nahapetov,5.0
Rodman Flender,5.1
Rodney Evans,6.15
Rodney Henson,5.3
Rodney McDonald,3.78
Rodney Ray,6.0
Rodney Wilson,3.9
Rodrigo García,6.133333333333333
Roel Reiné,3.75
Rogelio Lobato,3.5
"Roger Allers, Jill Culton",6.1
"Roger Allers, Rob Minkoff",8.5
Roger Avary,6.7
Roger Christian,3.9
Roger Corman,5.364444444444445
"Roger Corman, Francis Ford Coppola",5.0
Roger Donaldson,6.3375
Roger Evans,4.4
Roger Hedden,5.6
Roger Hill,6.6
Roger Holzberg,4.6
Roger Kay,5.8
Roger Kumble,5.475
Roger L. Simon,5.6
Roger Majkowski,6.9
Roger Melvin,4.05
Roger Michell,6.45
Roger Nygard,6.75
Roger Paradiso,4.0
Roger Roth,4.35
Roger Sewhcomar,3.3
Roger Spottiswoode,5.8
"Roger Spottiswoode, Buzz Kulik",5.6
Roger Stigliano,4.6
Roger Tilton,2.8
Roger Vadim,4.3
Roger Watkins,5.3
Roger Young,5.5
Rohit Colin Rao,5.5
Rohit Gupta,5.9
Rohit Karn Batra,4.7
Rola Nashef,6.1
Roland D. Reed,5.0
Roland Emmerich,6.0
Roland Joffé,5.449999999999999
"Roland Kibbee, Burt Lancaster",6.4
Roland Tec,5.0
Roland West,6.14
Rolfe Kanefsky,4.5200000000000005
Rolla Selbak,6.5
"Roman Atwood, Ben Pluimer",3.6
Roman Coppola,4.8
Roman Polanski,8.1
Roman White,5.9
Romanus Wolter,3.2
Romany Malco,5.7
Romy Hayes,5.2
Ron Beck,5.6
Ron Bonk,3.95
"Ron Bonk, Donald Farmer",4.4
Ron Brown,5.5
Ron Carlson,4.8
Ron Casden,4.8
"Ron Clements, Burny Mattinson",7.2
"Ron Clements, John Musker",7.5
Ron Daniels,6.6
Ron Honthaner,4.8
Ron Howard,6.711111111111111
