direcao,nota_media
"Evan Goldberg, Seth Rogen",6.55
"Evan Johnson, Galen Johnson",6.9
Evan Lee,3.0
"Evan Makrogiannis, Brian Weaver",5.4
Evan Marlowe,3.65
Evan Meszaros,4.1
Evan Oppenheimer,5.2
Evan Snyder,7.5
Evan Tramel,4.2
"Evangelos Giovanis, George Giovanis",6.0
Evelyn Purcell,5.4
Everett Lewis,4.833333333333333
"Everett Lewis, Joe Lia",5.8
Evgeny Afineevsky,5.1
Evi Quaid,5.0
Ewald André Dupont,5.84
"Ewald André Dupont, Lewis Seiler",6.5
Ewing Miles Brown,2.6
"Ewing Scott, George Sherman",5.7
Eyad Zahra,6.0
Eytan Rockaway,5.0
Ezekiel Norton,5.7
"Ezequiel, Juan Riedinger",1.9
Ezra Kemp,4.8
F. Gary Gray,7.0
F. Hugh Herbert,6.0
F. Javier Gutiérrez,4.5
F. Richard Jones,6.35
"F. Richard Jones, James Young",5.9
F.C. Rabbath,4.5
F.W. Murnau,7.425
Fabien Constant,4.4
Fabien Dufils,5.7
Fabien Garcia,4.6
Fabien Pruvot,3.6
Fabrizio Conte,4.8
Faith Granger,6.8
Faleena Hopkins,4.9
"Faouzi Brahimi, Bryan Brewer",4.8
Farhad Mann,3.15
Faruque Ahmed,2.8
Fede Alvarez,6.5
Federico Castelluccio,6.7
Federico D'Alessandro,5.8
Federico Rivia,3.3
Felicia Sinclair,3.4
Felix E. Feist,6.071428571428571
Felix Jacoves,6.550000000000001
Felix Thompson,7.0
Felix van Groeningen,7.3
Ferde Grofé Jr.,5.65
Ferdinand Fairfax,5.6
Ferenc Leroget,3.3
Ferguson Sauvé-Rogan,5.2
Fernanda Cardoso,5.9
Fernando Coimbra,6.3
"Fernando Cordero Caballero, Vicente Cordero",4.4
Fernando Lebrija,5.2
Fielder Cook,6.74
Filip Jan Rymsza,4.75
Filip Maciejewicz,2.75
Fina Torres,5.3
Finn Taylor,6.55
Fisher Stevens,5.75
Fleming B. Fuller,5.25
Fletcher Markle,6.3999999999999995
Flood Reed,4.4
Floria Sigismondi,6.5
Florrie Laurence,6.0
Floyd Mutrux,6.58
Flying Lotus,5.0
Ford Austin,2.4
Ford Beebe,5.742857142857143
"Ford Beebe, B. Reeves Eason",6.0
"Ford Beebe, Clifford Smith",6.4
"Ford Beebe, John Rawlins",6.7
"Ford Beebe, Ray Taylor",6.433333333333334
"Ford Beebe, Robert F. Hill",6.2
"Ford Beebe, Saul A. Goodkind",5.375
"Ford Beebe, Wyndham Gittens",5.2
Forest Whitaker,5.7
"Forrest Peterson, Brent Peterson",2.4
"Forris Day Jr., Geno McGahee",4.7
Fouad Mikati,5.0
Fran Rubel Kuzui,5.7
Franc Roddam,6.449999999999999
Franc. Reyes,5.0
Frances Marion,6.5
"Francesca Gregorini, Tatiana von Fürstenberg",5.8
Francine McDougall,5.7
Francine Rzeznik,5.5
Francis Creighton,1.6
Francis D. Lyon,5.691666666666666
Francis Delia,5.0
Francis Ford Coppola,6.777777777777778
Francis Glebas,6.2
Francis Hamada,1.1
Francis Lawrence,7.05
Francis Martin,6.8
Francis Megahy,5.6
Francis Schaeffer,4.449999999999999
Francis Stokes,5.6
Francis Teri,4.8
Francis Veber,5.800000000000001
Francis Xavier,3.0
Francis dela Torre,5.5
Francis von Zerneck,6.1
Francisco Menéndez,3.9
Franck Khalfoun,5.2
Franco Amurri,6.3
Franco Zeffirelli,6.9
Frank A. Cappello,5.866666666666667
Frank Agrama,3.8
"Frank Avianca, Steve Bono",5.0
Frank Borzage,6.56
"Frank Borzage, George B. Seitz",6.5
Frank C. Clarke,4.6
Frank C. Schroeder,6.9
Frank Capra,6.982142857142857
"Frank Capra, Allan Dwan",7.4
"Frank Capra, Irvin Willat",6.1
Frank Coraci,5.9
Frank D. Gilroy,6.8
Frank Darabont,7.975
Frank De Felitta,5.2
Frank E. Johnson,5.5
Frank Ferrin,4.2
Frank Hall Green,6.6
Frank Harris,3.825
Frank Henenlotter,5.6499999999999995
Frank Howard,5.0
Frank Hutto,4.0
Frank Kerr,4.833333333333333
Frank LaLoggia,5.6
"Frank Lama, Joel Denning",3.5
Frank Lin,4.166666666666667
Frank Lloyd,6.243478260869565
"Frank Lloyd, Josef von Sternberg",6.6
Frank Lotito,6.8
Frank Marshall,6.333333333333333
Frank McDonald,5.909090909090909
"Frank McDonald, Yakima Canutt",6.5
Frank Merle,4.4
Frank Michels,2.9
Frank Miller,4.8
"Frank Miller, Quentin Tarantino",8.0
"Frank Miller, Robert Rodriguez",6.5
Frank Mitchell,4.7
Frank Myers,4.4
Frank Nissen,6.4
Frank Nunez,2.0
Frank Oz,6.5
Frank Packard,4.1
Frank Patterson,4.0
Frank Peluso,3.3
Frank Peregini,6.2
Frank Perry,6.4
"Frank Perry, Sydney Pollack",7.7
Frank Pestarino,6.7
Frank Pierson,6.25
Frank Powell,5.8
Frank Q. Dobbs,4.6
Frank R. Strayer,6.245833333333334
"Frank R. Strayer, Robert Sparks",6.7
Frank Rainone,4.2
Frank Roach,2.9
Frank Ross,5.5
Frank Ryan,6.466666666666666
Frank Sabatella,4.45
Frank Sebastiano,5.9
Frank Simon,5.5
Frank Sudol,4.2
Frank Tashlin,6.294736842105263
Frank Telford,5.5
Frank Tuttle,6.395454545454545
Frank Urson,7.3
Frank Vain,3.7
Frank Whaley,5.95
Frank Wisbar,5.45
Frank Woodruff,5.766666666666667
Frank Zagarino,2.2
Frank Zuniga,5.85
Frankie Latina,4.8
Franklin A. Vallette,3.3
Franklin Adreon,5.359999999999999
Franklin Guerrero Jr.,4.2
Franklin J. Schaffner,6.785714285714286
François Dompierre,6.1
François Velle,6.0
Fraser C. Heston,6.0
Frazer Bradshaw,5.7
Fred Allen,5.5
Fred Andrews,3.6
Fred Ashman,1.1
"Fred Blurton, Gary Taylor",5.6
Fred C. Brannon,5.544444444444444
"Fred C. Brannon, Thomas Carr",6.8
"Fred C. Brannon, William Witney",6.8
"Fred C. Brannon, Yakima Canutt",6.15
Fred C. Newmeyer,6.1
"Fred C. Newmeyer, Sam Taylor",7.5
"Fred Calvert, David J. Negron Jr.",4.8
Fred Coe,6.95
Fred Dekker,6.0
Fred Durst,5.3999999999999995
Fred F. Sears,5.734782608695652
Fred G. Sullivan,5.8
Fred G. Thorne,4.0
Fred Gallo,3.425
Fred Gerber,4.9
Fred Grant,3.3
Fred Guiol,5.7
Fred Holmes,4.7
Fred Koster,7.1
Fred M. Wilcox,6.533333333333333
Fred Manocherian,5.5
Fred Niblo,6.514285714285714
"Fred Niblo, Dorothy Arzner",6.4
"Fred Niblo, Lionel Barrymore",5.6
"Fred Niblo, Mauritz Stiller",6.9
Fred Olen Ray,3.772
"Fred Olen Ray, Jim Wynorski",3.7
"Fred Olen Ray, Steve Latshaw",4.2
Fred P. Watkins,4.2
Fred Savage,3.1
Fred Schepisi,6.257142857142857
Fred Thomas Jr.,3.8
Fred Vogel,4.85
Fred Walton,6.15
Fred Williamson,4.222222222222222
"Fred Williamson, Alain Zaloum",4.1
Fred Wolf,5.279999999999999
Fred Zinnemann,7.025
Frederic Golchan,5.1
Frederic Lumiere,6.8
Frederick De Cordova,5.984615384615385
Frederick King Keller,6.4
Frederick R. Friedel,5.4
"Frederick Stephani, Ray Taylor",7.0
Frederik Du Chau,5.3999999999999995
Fredric Gadette,5.3
Fredric Hobbs,4.6
Fritz Böhm,5.5
Fritz Kiersch,5.328571428571428
Fritz Lang,7.109090909090909
Fritz Manger,4.1
"Friz Freleng, Chuck Jones",7.1
Fro Rojas,6.0
Fulvio Sestito,5.7
Félix Enríquez Alcalá,5.1
G. Stubbs,4.6
G.A. Hauser,4.8
G.B. Hajim,7.1
G.J. Echternkamp,5.05
GQ,3.7
Gabe Saenz,6.2
Gabe Torres,6.0
Gabe Weisert,6.2
Gabor Csupo,7.1
Gabriel Barboza,2.9
Gabriel Bartalos,4.0
Gabriel Black,3.6
Gabriel Bologna,3.3000000000000003
Gabriel Cowan,4.85
Gabriel Fleming,4.8
Gabriel Judet-Weinshel,3.3
Gabriel Sabloff,5.333333333333333
Gabriel Scott,6.0
Gabriela Cowperthwaite,7.25
Gabriela Ledesma,6.3
Gabriela Tagliavini,3.75
Gabriele Muccino,7.1000000000000005
Gabrielle Beaumont,4.6
"Gabrielle Burton, Maria Burton",5.6
Gaby Dellal,5.9
Galt Niederhoffer,4.9
Gareth Edwards,7.8
"Garin Hovannisian, Alec Mouhibian",4.3
Garo Setian,4.5
Garret Williams,5.4
Garrett Batty,4.2
Garrett Benach,2.4
Garrett Bennett,5.35
Garrett Brawith,5.15
Garrett Kruithof,2.8
Garry Marshall,5.9941176470588236
Garson Kanin,6.333333333333333
Gary Bosek,3.0
Gary Breslin,2.7
Gary Brockette,4.5
"Gary Cook, T.C. Christensen",6.7
Gary Dauberman,5.9
Gary David Goldberg,6.1
Gary Davis,4.4
Gary Dean Orona,3.966666666666667
Gary Ellis,6.3
Gary Entin,5.9
Gary Fleder,6.640000000000001
Gary Gardner,4.5
Gary Graver,4.279999999999999
"Gary Graver, Chick Vennera",4.6
Gary Grillo,5.6
Gary Hardwick,5.3
Gary Hoffman,5.5
Gary Hudson,5.1
Gary J. Tunnicliffe,4.45
Gary Jones,3.9200000000000004
"Gary Katona, Ed Wexler",6.8
Gary Kent,4.6
Gary King,4.533333333333334
Gary Lennon,5.6
Gary Leva,6.0
Gary Lundgren,5.375
Gary Michael Schultz,5.05
Gary Nelson,5.7
Gary O. Bennett,5.0
Gary Preisler,3.0
Gary Rogers,3.0
Gary Rosen,5.1
Gary Ross,7.0200000000000005
Gary Rydstrom,5.8
Gary Sherman,5.825
Gary Sinise,6.6
Gary Sinyor,5.0
Gary Tieche,5.3
"Gary Trousdale, Kirk Wise",7.45
Gary Troy,2.8
Gary Ugarek,2.8
Gary Walkow,5.8
Gary Weis,4.7
Gary Wheeler,5.683333333333334
Gary Winick,5.633333333333334
Gavin Grazer,6.0
Gavin Hood,6.699999999999999
Gavin O'Connor,7.025
Gavin Wiesen,6.15
Gavin Wilding,4.8
Gee Malik Linton,4.3
Gene Blalock,3.8
Gene Cajayon,6.5
Gene Deitch,5.0
Gene Fowler Jr.,5.333333333333333
Gene Hess,4.7
Gene Kelly,6.779999999999999
"Gene Kelly, Joseph Barbera",6.4
Gene Mitchell,4.3
Gene Nelson,5.25
Gene Quintano,6.2
Gene Raymond,6.2
Gene Rhee,4.4
Gene Saks,6.783333333333334
Gene Stupnitsky,6.7
Gene Taft,5.3
Gene Teigland,4.4
Gene Wilder,5.95
Geneviève Robert,5.0
Genndy Tartakovsky,7.3999999999999995
"Geno Andrews, D. David Morin",5.6
Geno McGahee,3.9
Geo Santini,5.7
Geoff Marslett,5.45
Geoff Murphy,5.8
Geoff Ryan,6.1
Geoff Ward,2.9
Geoffrey Fletcher,6.1
Geoffrey Haley,6.2
Geoffrey Schaaf,4.0
Geoffrey Wright,5.2
"Geoffrey de Valois, Eugene James",1.7
Georg Fenady,5.449999999999999
Georg Koszulinski,3.8
Georg Wilhelm Pabst,6.3
George A. Johnson,3.6999999999999997
George A. Pappy Jr.,5.9
George A. Romero,6.43
George Abbott,6.35
"George Abbott, Berthold Viertel",6.4
"George Abbott, Stanley Donen",6.85
George Amy,6.033333333333334
"George Amy, Busby Berkeley",6.0
George Archainbaud,6.584848484848485
George Armitage,5.683333333333334
"George Augusto, Savina Dellicour",4.8
George Axelrod,6.15
George B. Seitz,6.36923076923077
George B. Seitz Jr.,6.9
"George Baluzy, Mike Baluzy",4.6
George Bamber,5.75
George Barry,4.3
George Bazala,6.2
George Beck,5.6
George Bessudo,4.8
George Blair,5.675
George Bloomfield,5.4
"George Blumetti, Maurice Kelly",4.9
George Bonilla,2.8
George Bowers,4.866666666666667
George C. Scott,6.3
George C. Wolfe,7.3
George Cameron Romero,5.0
"George Chesebro, Bruce Mitchell",5.8
George Clooney,7.1
George Cukor,6.792307692307692
"George Cukor, Cyril Gardner",6.3
"George Cukor, Ernst Lubitsch",7.2
"George Cukor, George Fitzmaurice",5.7
"George Cukor, Joseph Strick",5.7
"George Cukor, Louis J. Gasnier",5.5
George D. Baker,6.4
"George Edwards, Gary Graver",5.7
George Elanjian Jr.,4.2
George Englund,6.0
George Erschbamer,4.7
George Fitzmaurice,6.246153846153846
"George Fitzmaurice, Frank Lloyd",6.1
"George Fitzmaurice, Harry d'Abbadie d'Arrast",6.5
George Gage,4.85
George Gallo,6.24
George Haas,4.5
George Hickenlooper,5.685714285714285
George Huang,6.4
George Irving,6.4
"George Jackson, Doug McHenry",5.3
George Kaczender,5.5
George LaVoo,6.1
George Lekovic,2.7
George Loane Tucker,6.3
"George Loomis, Elias Talbot",6.7
George Lucas,7.2
George Marshall,6.348
"George Marshall, A. Edward Sutherland",6.5
"George Marshall, Edward F. Cline",7.0
"George Marshall, H.C. Potter",5.3
George McCowan,5.050000000000001
George Melford,6.0200000000000005
"George Melford, Enrique Tovar Ávalos",7.2
George Mendeluk,4.15
George Merriweather,4.3
George Miller,5.616666666666667
George Montgomery,4.9
George Moïse,4.3
George Nichols Jr.,6.283333333333334
"George Nichols Jr., Benjamin Stoloff",5.7
"George Nichols Jr., Edward Killy",5.2
"George Nichols Jr., Victor Schertzinger",6.3
"George Nichols Jr., Wanda Tuchock",6.4
George Nolfi,7.15
George O'Hanlon,3.7
George P. Cosmatos,4.9
"George P. Cosmatos, Kevin Jarre",7.8
George Pal,6.8
George Peppard,6.0
George Randol,3.6
George Ratliff,5.6
George Roy Hill,6.915384615384616
George S. Kaufman,6.7
"George Santo Pietro, Fred Olen Ray",4.3
George Schaefer,5.866666666666667
George Schlatter,5.9
George Scribner,6.7
George Seaton,6.822222222222222
"George Seaton, Edmund Goulding",6.5
"George Seaton, Henry Hathaway",6.6
George Sherman,6.158695652173913
"George Sherman, Giuliano Carnimeo",5.6
"George Sherman, John Wayne",7.2
George Sidney,6.509523809523809
"George Sidney, Busby Berkeley",6.9
"George Sidney, Edward Buzzell",5.8
"George Sidney, Joseph Barbera",6.6
George Sluizer,6.3
George Smith,3.2
George Stevens,6.9714285714285715
"George Stevens, David Lean",6.6
George Templeton,5.6
George Terwilliger,6.2
George Tillman Jr.,7.057142857142857
"George Valencia, Edwin M. Figueroa",3.8
George VanBuskirk,3.5
George W. Hill,6.314285714285715
"George W. Hill, Clarence Brown",6.5
"George W. Hill, Ward Wing",7.1
George Waggner,6.25
"George White, Harry Lachman",6.0
Georges Chamchoum,4.2
Georges Padey,3.6
Georgia Hilton,2.3
Georgia Lee,6.4
Georgia Tanner,6.4
Georgina Garcia Riedel,5.9
Georgina Lightning,5.3
Gerald Brunskill,5.8
Gerald Mayer,6.3500000000000005
Gerald McCullouch,5.7
Gerald Nott,2.7
Gerald Seth Sindell,4.6
Geraldine Winters,2.0
Gerard Damiano,3.8
Gerard Elmore,3.8
Gerard McMurray,5.6
Gerard Roxburgh,3.8
Gerardo Naranjo,4.0
Gerd Oswald,5.7555555555555555
Geremy Jasper,6.8
Gerrit Steenhagen,5.6
Gerry O'Hara,3.7
Gerry Woolery,4.9
Gerson Sanginitto,3.3
Gia Coppola,6.2
Giada Colagrande,3.3
Giancarlo Esposito,5.5
Gideon Amir,5.1
Gideon Raff,5.15
Gil Bettman,4.5
Gil Cates Jr.,5.133333333333334
Gil D. Reyes,4.2
Gil Junger,6.1
Gil Kenan,6.55
Gil Kofman,5.8
Gil Luna,2.4
Gil Medina,3.6
Gilbert Adler,5.4
Gilbert Cates,6.083333333333333
Gilbert Kay,5.8
Gilbert Moses,6.0
Gill Dennis,4.1
Gille Klabin,6.0
Gillian Armstrong,5.449999999999999
Gillian Greene,5.3
Gillian Robespierre,6.6
Gillies MacKinnon,6.4
Gina Prince-Bythewood,7.025
"Gino Cabanas, Dick Fisher",4.2
Gino Nichele,7.4
Giorgio,3.0
"Giorgio Daveed, Ron Jackson",3.4
Giorgio Serafini,4.371428571428572
"Giorgio Serafini, James Coyne",4.3
"Giorgio Serafini, Shawn Sourgose",4.5
Giovanni Rodriguez,3.5
Gisela Pereira,4.5
"Giulio De Santi, Neil Meschino",5.3
Giuseppe Andrews,6.633333333333333
Glasgow Phillips,5.2
Glen Berry,1.7
Glen Coburn,4.8
Glen Pitre,5.833333333333333
Glen Stephens,3.7
Glenn Berggoetz,4.0
Glenn Campbell,1.8
Glenn Ciano,3.3499999999999996
Glenn Danzig,1.9
Glenn Douglas Packard,4.7
"Glenn Ficarra, John Requa",7.0
Glenn Gaylord,6.15
Glenn Gers,5.8
Glenn Gordon Caron,5.95
Glenn Jordan,6.266666666666667
Glenn Klinker,5.5
Glenn Martin,2.3
Glenn McQuaid,6.1
Glenn Miller,3.4
Glenn Payne,5.0
Glenn Plummer,2.4
Glenn R. Wilder,4.6
Glenn Rockowitz,5.3
Glenn Takakjian,4.8
Glenn Tryon,5.5
Glenn Withrow,4.4
"Gloria La Morte, Paola Mendoza",7.3
Gonzalo López-Gallego,5.4
Goran Dukic,4.9
Gordie Haakstad,6.5
Gordon Douglas,6.1873015873015875
"Gordon Douglas, Fred C. Newmeyer",6.0
"Gordon Douglas, Henry Levin",6.7
"Gordon Douglas, Richard Wilson",4.6
Gordon Flemyng,6.1
Gordon Hessler,5.8
Gordon Parks,6.68
Gordon Parks Jr.,6.05
Gordon Weisenborn,5.5
Gordon Wiles,6.15
Gordon Willis,4.8
Gore Verbinski,7.085714285714286
Gorman Bechard,4.6000000000000005
Gottfried Reinhardt,6.449999999999999
Gower Champion,6.15
Graeme Clifford,6.85
Graeme Whifler,5.1
"Graham Annable, Anthony Stacchi",6.8
Graham Baker,5.8
Graham Denman,4.9
Graham Green,4.5
"Graham Phillips, Parker Phillips",6.1
Graham Ratliff,4.0
Graham Reznick,4.5
Graham Robertson,5.1
Graham Skipper,4.5
Graham Streeter,5.2
Grant Austin Waldman,5.1
Grant Duffrin,7.5
Grant Nelson,4.3
Grant Pichla,5.8
Grant S. Johnson,3.7
"Grant S. Johnson, Jena Serbu",3.7
Grear Patterson,5.4
Greg Aronowitz,4.4
Greg Beeman,5.8
Greg Berlanti,7.05
Greg Carter,4.075
"Greg Carter, Shawn McElveen",3.4
Greg Chwerchak,5.9
Greg Coolidge,5.6
Greg Corarito,4.4
Greg Daniel,2.7
Greg DeLiso,5.7
Greg Derasmo,3.4
Greg Derochie,5.3
Greg Emetaz,3.5
"Greg Ford, Friz Freleng",7.2
Greg Franklin,6.2
Greg Garthe,4.3
Greg Glienna,6.6
Greg Green,4.8
Greg Harrison,6.05
Greg Huson,4.6
Greg Kiefer,4.9
Greg Kwedar,5.8
Greg Levins,4.3
Greg Lombardo,5.4
Greg Marcks,5.8
Greg McLean,5.25
Greg Morgan,5.85
Greg Mottola,6.766666666666667
Greg Olliver,5.4
Greg Osborne,4.0
Greg Pak,5.9
Greg Pritikin,5.8999999999999995
"Greg Pritikin, Gary Rosen",5.5
Greg Robbins,1.2
Greg Swartz,6.0
"Greg Swinson, Ryan Thiessen",2.5
Greg Yaitanes,5.2
Gregg Araki,6.166666666666667
Gregg Bishop,5.433333333333334
Gregg Champion,6.0
Gregg G. Tallas,2.8
"Gregg G. Tallas, John Brahm",5.8
Gregg Golding,4.1
"Gregg Hale, Liam O'Donnell",2.9
Gregg Holtgrewe,4.0
"Gregg Kavet, Andy Robin",5.5
Gregg Russell,5.6
Gregg Simon,4.0
Gregor Jordan,7.1
Gregori Viens,6.4
Gregory Austin McConnell,7.8
Gregory Avellone,3.3
Gregory Bayne,6.25
Gregory Blair,4.4
Gregory C. Haynes,5.266666666666667
Gregory Caiafa,3.7
Gregory Caruso,6.1
Gregory Christian,4.1
Gregory Dark,4.675
Gregory Gieras,3.5666666666666664
Gregory Goodell,3.9
Gregory Hatanaka,5.6899999999999995
Gregory Hines,5.4
Gregory Hoblit,6.9
Gregory J. Corrado,4.5
Gregory J. Lanesey,6.4
Gregory J. Markopoulos,6.2
Gregory Jacobs,6.0
Gregory La Cava,6.4523809523809526
Gregory Lamberson,4.775
Gregory Lemkin,2.6
Gregory McClatchy,4.65
Gregory Mosher,6.1
Gregory Nava,6.833333333333333
Gregory Orr,4.3
Gregory Plotkin,5.05
Gregory Poirier,5.4
Gregory Ratoff,6.31764705882353
"Gregory Ratoff, George Seaton",5.8
"Gregory Ratoff, Laslo Benedek",6.1
Gregory Rocco,5.7
Gregory W. Friedle,5.5
Gregory Widen,6.5
Gregory Wilson,6.6
Gren Wells,7.1
Greta Gerwig,7.6
"Greta Gerwig, Joe Swanberg",6.1
Greydon Clark,3.566666666666667
Griff Furst,3.5833333333333335
Griffin Dunne,5.966666666666666
Gualtiero Negrini,4.2
Guerdon Trueblood,6.4
Guillermo Iván,3.8
"Guillermo Iván, Ben Loggins",4.550000000000001
Guillermo del Toro,6.85
Guisela Moro,4.3
Gun Ho Jang,5.3
Gunnar Hellström,6.1
"Gunther von Fritsch, Robert Wise",6.9
Gus Krieger,4.55
Gus Meins,5.85
"Gus Meins, Charley Rogers",7.2
Gus Trikonis,5.0375
Gus Van Sant,6.583333333333333
Gustav Machatý,6.6
Gustavo Graef Marino,4.4
Gustavo Lipsztein,4.8
Guy Crawford,3.3
"Guy Crawford, Yvette Hoffman",3.5
Guy Ferland,5.55
Guy Green,5.925
Guy Magar,5.5
Guy Moshe,6.2
Guy Patton,2.6
Gwen Wynne,5.2
Gy Waldron,6.4
Géla Babluani,6.1
Gérard Kikoïne,4.7
H. Bruce Humberstone,6.366666666666667
"H. Bruce Humberstone, John Brahm",6.6
"H. Bruce Humberstone, Max Marcin",6.8
H. Gordon Boos,4.7
H. Haile Chace,5.5
H. Kaye Dyal,5.1
H.B. Halicki,5.866666666666667
H.C. Potter,6.628571428571428
"H.C. Potter, Stuart Heisler",6.6
"H.C. Potter, Walter Lantz",6.9
H.M. Coakley,4.166666666666667
H.P. Carver,6.9
H.P. Mendoza,5.766666666666667
Habib Azar,5.0
Hadjii,6.9
Haile Gerima,6.65
Haim Bouzaglo,2.6
Hal Ashby,6.36
Hal Barwood,6.1
Hal Burdick,4.7
Hal Freeman,4.6
"Hal Haberman, Jeremy Passmore",6.9
Hal Hartley,6.666666666666667
Hal Kanter,6.0
Hal Needham,5.8999999999999995
Hal Roach,6.199999999999999
"Hal Roach Jr., Hal Roach",5.7
"Hal Roach, Charley Rogers",7.2
Hal Salwen,5.866666666666667
Hal Sutherland,6.375
Hal Walker,6.35
Hal Weiner,5.3
Hall Bartlett,6.25
"Hall Bartlett, Jules Bricken",6.1
Hallie Meyers-Shyer,5.8
Ham Tran,7.1
Hamid Torabpour,2.9
Hamilton MacFadden,6.18
Hamlet Sarkissian,4.2
Hampton Fancher,6.1
Hanelle M. Culpepper,5.1
"Hank Bausch, Andrew M. Jackson",2.9
Hank Bedford,5.3
Hank Braxtan,3.94
Hank Leigh Hump,2.8
Hank Whetstone,5.7
Hannah Fidell,5.5
Hannah Macpherson,3.8
"Hannah Marks, Joey Power",6.3
Hannah Pearl Utt,5.1
Hans Hartman,2.7
Hans Richter,6.8
Hans Rodionoff,4.1
Hans Stjernswärd,3.7
Hany Abu-Assad,5.45
Harald Zwart,5.85
Harlan Thompson,6.1
Harley Cokeliss,5.65
Harley Wallen,5.266666666666667
Harmon Jones,6.053846153846154
Harmony Korine,6.85
Harold Becker,6.3125
"Harold Clurman, William Cameron Menzies",6.8
Harold Cronk,4.814285714285715
Harold D. Schuster,6.145454545454545
"Harold D. Schuster, Hamilton Luske",6.8
Harold Daniels,5.766666666666667
"Harold Daniels, Reginald Le Borg",3.6
Harold F. Kress,5.466666666666666
Harold Guskin,5.9
Harold Hoffman,5.6
Harold Lea,4.5
Harold P. Warren,1.9
Harold Prince,7.2
Harold Ramis,6.375
Harold S. Bucquet,6.473333333333333
"Harold S. Bucquet, Jack Conway",6.1
Harold Young,5.88
Harris Demel,5.6
Harris Done,5.466666666666666
Harris Doran,6.5
Harris Goldberg,4.6
Harrison Atkins,5.3
"Harry 'Doc' Kloor, Daniel St. Pierre",5.1
Harry A. Davis,6.2
Harry A. Pollard,6.7
"Harry A. Pollard, Arch Heath",6.1
"Harry A. Pollard, Sam Wood",5.7
Harry Basil,4.720000000000001
Harry Beaumont,6.130434782608695
"Harry Beaumont, Robert Clampett",5.7
"Harry Beaumont, Robert Z. Leonard",6.8
"Harry Beaumont, William Nigh",5.3
Harry Bromley Davenport,4.475
Harry Davenport,4.8
"Harry Dodge, Silas Howard",5.7
Harry Edwards,6.05
"Harry Elfont, Deborah Kaplan",6.5
Harry Essex,4.3
Harry Foster,5.1
Harry Garson,3.5
Harry Harris,6.2
Harry Hook,6.4
"Harry Hope, Lee Sholem",2.5
Harry Horner,6.1
"Harry Horner, John Beal",6.4
Harry Houdini,5.5
Harry Hurwitz,4.95
Harry Joe Brown,5.966666666666666
Harry Keller,6.236363636363635
Harry Kerwin,4.9
Harry L. Fraser,4.528571428571429
Harry Lachman,6.790909090909091
Harry Langdon,6.1
Harry Locke IV,3.0
Harry O'Reilly,5.1
Harry O. Hoyt,7.0
"Harry O. Hoyt, Albert H. Kelley",5.2
Harry Preston,3.8
Harry Ralston,5.3
Harry Revier,4.8
Harry Shearer,4.0
Harry Smith,5.3
Harry Tchinski,3.9
Harry Thomason,4.925
Harry Winer,5.75
Harry d'Abbadie d'Arrast,6.65
Hart Bochner,5.933333333333333
"Harve Foster, Wilfred Jackson",7.1
Harvey Berman,4.4
Harvey Hart,6.133333333333333
Harvey Kahn,5.1
Harvey Keith,4.699999999999999
Harvey Lowry,4.483333333333333
Harvey Miller,4.6
Haskell Wexler,6.699999999999999
Hassan Zee,4.0
Haylar Garcia,4.2
Hayley Cloake,4.05
Haynze Whitmore,3.4
Heath Jones,5.9
Heather Graham,4.6
Heather Hale,4.7
Hector Babenco,6.800000000000001
Hector Barron,6.0
Hector Echavarria,3.2
Heidi Moore,4.8
Heidi Van Lier,6.6
Heitor Dhalia,5.9
Helen De Michiel,5.1
Helen Hunt,5.7
Helen Lesnick,4.65
Helmut Käutner,6.25
Helmut Schleppi,5.3
"Hendel Butoy, Mike Gabriel",6.9
Henning Schellerup,5.1
Henri Charr,3.9125
Henri Pachard,4.4
Henri de la Falaise,6.6
Henrique Couto,3.6666666666666665
Henry Alex Rubin,7.5
Henry Barrial,5.866666666666667
Henry Bean,7.2
Henry Bromell,6.6
Henry Chan,4.2
Henry Dunham,6.2
Henry Hathaway,6.634782608695652
"Henry Hathaway, Howard Hawks",7.2
Henry Jacobson,6.0
Henry Jaglom,5.675
"Henry Joost, Ariel Schulman",5.68
Henry King,6.641025641025641
"Henry King, Irving Cummings",7.0
"Henry King, Otto Brower",7.0
"Henry King, Otto Lang",6.5
"Henry King, Roy Ward Baker",6.2
Henry Koster,6.752777777777777
Henry Levin,6.26875
"Henry Levin, David Lowell Rich",5.8
"Henry Levin, George Pal",6.4
"Henry Levin, George Sherman",5.8
Henry Miller,5.1
Henry Olek,4.9
Henry Otto,5.7
Henry Pincus,5.8
Henry S. Kesler,6.2
Henry Saine,5.5
Henry Selick,6.8
Henry Vernon,5.3
Henry Winkler,4.9
Herb Freed,4.616666666666666
Herb Gardner,6.5
Herb Robins,3.3
Herb Stanley,5.9
Herbert B. Leonard,5.9
"Herbert B. Leonard, Joshua Shelley",5.9
"Herbert Blaché, Winchell Smith",6.1
Herbert Brenon,6.583333333333333
Herbert Coleman,6.2
Herbert I. Leeds,6.425
Herbert J. Biberman,6.2
Herbert J. Leder,5.7
Herbert Kline,6.0
Herbert L. Strock,4.883333333333334
Herbert Ross,6.561904761904763
Herbert S. Greene,4.9
Herbert Wilcox,5.92
Herk Harvey,7.1
Herman Hoffman,5.966666666666666
Herman Shumlin,6.5
"Herman Shumlin, Hal Mohr",7.3
Hernan Cardenas,4.4
Hernan Jimenez,5.6
